,SUBZONE_N,0,1,176,73,131,129,127,37,163,87,15,68,69,52,100,33,128,53,45,146,136,79
82,SEMBAWANG NORTH,19880.0,6716.0,27482.0,16631.0,22565.0,20161.0,1742.0,32678.0,22560.0,24696.0,6378.0,22573.0,9021.0,24704.0,6496.0,23156.0,26189.0,19408.0,27021.0,31521.0,25267.0,31756.0
83,BRADDELL,16863.0,19725.0,12114.0,20171.0,18633.0,4790.0,15398.0,13043.0,10100.0,21066.0,12396.0,5924.0,14496.0,13324.0,12438.0,17593.0,28247.0,32773.0,13405.0,17750.0,12769.0,14574.0
84,POTONG PASIR,19231.0,26362.0,13725.0,9244.0,7706.0,6468.0,26743.0,9691.0,5318.0,17714.0,23740.0,1774.0,19165.0,11863.0,23782.0,13634.0,19097.0,20581.0,14676.0,14194.0,8417.0,11223.0
85,KIM KEAT,17831.0,24846.0,12000.0,10480.0,8942.0,5277.0,17674.0,13529.0,5892.0,15070.0,14671.0,2348.0,16771.0,14101.0,14713.0,14083.0,16772.0,16167.0,13312.0,14767.0,8991.0,15060.0
86,TOA PAYOH CENTRAL,15562.0,21086.0,10461.0,19742.0,18204.0,4362.0,16759.0,12614.0,8772.0,20637.0,13756.0,4476.0,15856.0,12058.0,13798.0,16264.0,18826.0,14628.0,11773.0,16421.0,11440.0,14145.0
87,MARYMOUNT,15851.0,14644.0,9865.0,12662.0,11125.0,5389.0,15997.0,13079.0,11119.0,11247.0,12995.0,6577.0,15095.0,12395.0,13037.0,17301.0,21832.0,16720.0,10816.0,20080.0,12352.0,12157.0
88,MARYMOUNT,33088.0,19569.0,11070.0,10832.0,9295.0,6978.0,15242.0,15230.0,9290.0,14823.0,12239.0,7900.0,14339.0,15511.0,12281.0,16339.0,19238.0,32616.0,14392.0,18251.0,11997.0,16761.0
89,BOON TECK,17790.0,21227.0,13041.0,16111.0,10324.0,4503.0,16900.0,12755.0,8210.0,20778.0,13897.0,3730.0,15997.0,13036.0,13939.0,15702.0,18264.0,34274.0,14333.0,15859.0,10878.0,14286.0
90,PEI CHUN,17532.0,20965.0,12569.0,10688.0,9150.0,6030.0,16638.0,14283.0,6461.0,15639.0,13636.0,2917.0,15736.0,13235.0,13678.0,14652.0,18676.0,16736.0,13881.0,16271.0,11290.0,15814.0
91,KALLANG,17308.0,21075.0,12559.0,10422.0,8884.0,6140.0,16748.0,14393.0,7115.0,18452.0,13746.0,4587.0,15846.0,14002.0,13788.0,14952.0,16903.0,18296.0,13850.0,17101.0,13844.0,14204.0
92,TYERSALL,11143.0,20262.0,7216.0,18161.0,16624.0,4666.0,22748.0,9015.0,16619.0,7183.0,19745.0,8816.0,21845.0,8542.0,19787.0,22800.0,27332.0,14071.0,8167.0,25580.0,19326.0,8093.0
93,WOODLANDS WEST,14208.0,3433.0,15181.0,22116.0,28051.0,25646.0,7519.0,27007.0,28046.0,19025.0,10657.0,28058.0,12757.0,28500.0,10699.0,24670.0,28644.0,13737.0,21349.0,29654.0,30753.0,26085.0
94,FRANKEL,28986.0,36237.0,19298.0,15164.0,13627.0,14253.0,31910.0,14473.0,3987.0,22496.0,28908.0,9039.0,31008.0,15966.0,28950.0,13498.0,13759.0,27142.0,20249.0,9347.0,11337.0,16005.0
95,UPPER THOMSON,15442.0,12504.0,11804.0,11673.0,13082.0,6844.0,12500.0,15219.0,13259.0,15578.0,11727.0,8497.0,13451.0,14073.0,11655.0,19441.0,23972.0,27285.0,12971.0,22220.0,15966.0,12607.0
96,BISHAN EAST,17077.0,19036.0,12778.0,10169.0,8632.0,6445.0,14709.0,14697.0,8627.0,14160.0,11706.0,6968.0,13806.0,14978.0,11748.0,16411.0,19340.0,32083.0,13729.0,17588.0,11334.0,16228.0
97,BUKIT BATOK EAST,2542.0,15435.0,3240.0,25121.0,23583.0,10627.0,19213.0,15308.0,20055.0,5137.0,22351.0,15580.0,24451.0,16550.0,22393.0,39811.0,40072.0,10939.0,6676.0,36272.0,22723.0,14386.0
98,BUKIT BATOK WEST,536.0,15426.0,5143.0,26411.0,24874.0,12041.0,19204.0,15299.0,28785.0,6387.0,22342.0,17473.0,24442.0,16792.0,22384.0,39802.0,40063.0,10930.0,5042.0,37745.0,31491.0,14377.0
99,HILLVIEW,5668.0,16156.0,4436.0,25584.0,24047.0,10455.0,30542.0,15860.0,27958.0,9002.0,27539.0,16136.0,29639.0,22911.0,27581.0,33802.0,38670.0,5942.0,4714.0,36918.0,30664.0,14938.0
100,GOMBAK,7626.0,14483.0,5326.0,26474.0,24937.0,13547.0,18380.0,21709.0,28848.0,9723.0,28428.0,17026.0,30528.0,23801.0,28470.0,34692.0,39560.0,4337.0,6277.0,37808.0,31554.0,23240.0
101,GUILIN,3196.0,13582.0,3986.0,31957.0,31320.0,35487.0,17359.0,15784.0,29469.0,7802.0,20498.0,16460.0,22598.0,17277.0,20540.0,40287.0,40548.0,9085.0,7490.0,38418.0,23604.0,14862.0
102,BUKIT BATOK CENTRAL,1351.0,14466.0,4065.0,32841.0,29875.0,36371.0,18244.0,14339.0,28024.0,6357.0,21382.0,16658.0,23482.0,15832.0,21424.0,40952.0,39103.0,9970.0,7556.0,36973.0,30730.0,13417.0
103,SUNSET WAY,6265.0,21582.0,3375.0,27222.0,25685.0,9922.0,25360.0,10149.0,18641.0,1810.0,28498.0,15163.0,30598.0,11642.0,28540.0,34652.0,34913.0,10276.0,4665.0,32783.0,22284.0,9227.0
104,CLEMENTI CENTRAL,7003.0,20544.0,4447.0,26184.0,24647.0,18424.0,24322.0,9111.0,22796.0,504.0,27460.0,16736.0,29560.0,9402.0,27502.0,33614.0,33875.0,16048.0,4997.0,31745.0,25502.0,8189.0
105,CLEMENTI NORTH,7466.0,20391.0,4705.0,26031.0,24494.0,18271.0,24169.0,8958.0,22643.0,625.0,27307.0,16583.0,29407.0,10451.0,27349.0,33461.0,33722.0,15895.0,4280.0,31592.0,25349.0,8036.0
106,LOWER SELETAR,,,,,,,,,,,,,4365.0,,,,,,,,,
107,TANJONG RHU,24931.0,27706.0,17179.0,14909.0,13372.0,8827.0,26484.0,9322.0,6059.0,17345.0,23481.0,8760.0,25581.0,10829.0,23523.0,17990.0,16772.0,24035.0,18130.0,15020.0,8766.0,10853.0
108,SAUJANA,8451.0,15111.0,7782.0,30121.0,28583.0,13243.0,18888.0,23884.0,31305.0,15902.0,22026.0,20673.0,24126.0,23521.0,22068.0,40010.0,42017.0,445.0,8733.0,40265.0,34011.0,22962.0
109,BUKIT PANJANG,6542.0,13464.0,6026.0,27175.0,25638.0,12482.0,17241.0,22237.0,29549.0,14255.0,20379.0,17727.0,22479.0,23730.0,20421.0,35393.0,40261.0,3327.0,6977.0,38509.0,32255.0,21315.0
110,SENJA,8333.0,14031.0,6098.0,27247.0,25710.0,13783.0,17808.0,22804.0,29621.0,14822.0,20946.0,17799.0,23046.0,24574.0,20988.0,35465.0,40333.0,1067.0,7049.0,38581.0,32327.0,21882.0
111,FARRER COURT,10811.0,19636.0,6063.0,17535.0,15998.0,4334.0,22122.0,8389.0,15993.0,6557.0,19119.0,15483.0,21219.0,7213.0,19161.0,22174.0,26706.0,14007.0,7356.0,24954.0,18700.0,5748.0
112,FAJAR,8420.0,15080.0,7751.0,28784.0,27246.0,11907.0,18857.0,23853.0,31274.0,15871.0,21995.0,19336.0,24095.0,22185.0,22037.0,39979.0,41986.0,956.0,8702.0,40234.0,33980.0,22931.0
